Monitoring Date,Officer ID,Officer Name,Site ID,Site Name,Site Location,Activity ID,Activity Type,Activity Description,Activity Duration (hours),Equipment Used,Pollution Level Detected,Compliance Status,Community Feedback Rating,Transaction ID
2/9/2022,25,Wendy Mitchell,6,Jesmond Park,"Robinson Avenue, Jesmond, NSW 2299",575,Noise Level Measurement,Description 90,5.38,Equipment 1,138.15,Compliant,1,2532
3/3/2022,10,Yvonne Cook,10,Mount Sugarloaf,"Mount Sugarloaf Road, West Wallsend, NSW 2286",151,Soil Quality Test,Description 164,2.8,Equipment 12,49.01,Compliant,1,1238
11/30/2022,15,Grace Jones,5,Charlestown Park,"Frederick Street, Charlestown, NSW 2290",209,Air Quality Check,Description 153,5.21,Equipment 6,158.22,Compliant,4,39
10/1/2022,15,Natalie Walker,5,Toronto Foreshore,"Victory Parade, Toronto, NSW 2283",372,Soil Quality Test,Description 123,2.5,Equipment 7,420.97,Compliant,4,4951
4/5/2022,2,Jane White,17,Watagan Mountains,"Watagan Forest Road, Watagan Mountains, NSW 2325",807,Water Quality Test,Description 80,5.62,Equipment 7,78.04,Non-Compliant,2,86
2/24/2022,9,Hannah Moore,9,Awaba State Forest,"Mount Faulk Road, Awaba, NSW 2283",112,Noise Level Measurement,Description 73,7.51,Equipment 17,296.1,Non-Compliant,2,3579
12/13/2022,25,Olivia Hall,3,Heaton State Forest,"Heaton Road, Awaba, NSW 2283",322,Air Quality Check,Description 10,3.67,Equipment 2,449.12,Non-Compliant,2,2500
11/14/2022,4,Uma Allen,14,Lambton Park,"Morehead Street, Lambton, NSW 2299",25,Air Quality Check,Description 168,1.8,Equipment 9,488.01,Non-Compliant,4,4929
1/11/2022,2,Fiona Wilson,18,Richley Reserve,"Carnley Avenue, Kotara, NSW 2289",986,Soil Quality Test,Description 180,4.2,Equipment 8,258.19,Compliant,4,4193
9/18/2022,19,Yvonne Cook,16,Braye Park,"Wrightson Avenue, Bar Beach, NSW 2300",344,Water Quality Test,Description 127,3.61,Equipment 16,62.28,Non-Compliant,2,4498
10/31/2022,9,Tina Scott,1,Waratah Park,"Turton Road, Waratah, NSW 2298",466,Water Quality Test,Description 31,7.88,Equipment 3,90.22,Compliant,5,2677
11/17/2022,24,Kate Harris,4,King Edward Park,"Reserve Road, Newcastle, NSW 2300",578,Noise Level Measurement,Description 58,1.47,Equipment 14,355.69,Compliant,2,4616
1/7/2022,10,Samantha Wright,22,Blackbutt Nature Reserve,"Carnley Avenue, Kotara, NSW 2289",923,Air Quality Check,Description 169,7.76,Equipment 12,134.98,Compliant,2,4590
6/20/2022,3,Beth Smith,3,King Edward Park,"Reserve Road, Newcastle, NSW 2300",72,Noise Level Measurement,Description 196,6.54,Equipment 19,498.14,Non-Compliant,3,327
9/25/2022,13,Samantha Wright,18,Newcastle Beach,"Shortland Esplanade, Newcastle, NSW 2300",120,Water Quality Test,Description 35,2.01,Equipment 3,395.2,Non-Compliant,4,254
5/31/2022,9,Natalie Walker,22,Merewether Beach,"John Parade, Merewether, NSW 2291",976,Soil Quality Test,Description 74,7.99,Equipment 1,104.72,Compliant,4,850
7/14/2022,11,Beth Smith,2,Nobbys Beach,"Wharf Road, Newcastle East, NSW 2300",794,Water Quality Test,Description 172,7.2,Equipment 20,376.17,Non-Compliant,4,1210
10/20/2022,19,Olivia Hall,6,Speers Point Park,"Park Road, Speers Point, NSW 2284",858,Soil Quality Test,Description 168,7.71,Equipment 4,275.22,Compliant,1,4295
2/13/2022,19,Olivia Hall,21,Warners Bay Foreshore,"The Esplanade, Warners Bay, NSW 2282",773,Air Quality Check,Description 130,2.22,Equipment 16,346.34,Compliant,5,2440
10/26/2022,20,Alice Johnson,13,Redhead Beach,"Beach Road, Redhead, NSW 2290",599,Soil Quality Test,Description 141,2.03,Equipment 6,265.86,Non-Compliant,1,3125
9/11/2022,7,Paula Young,16,Glenrock State Conservation Area,"Scout Camp Road, Whitebridge, NSW 2290",497,Air Quality Check,Description 142,4.38,Equipment 3,348.02,Compliant,3,1788
2/3/2022,14,Olivia Hall,24,Hunter Wetlands Centre,"Sandgate Road, Shortland, NSW 2307",61,Soil Quality Test,Description 115,6.1,Equipment 9,137.77,Compliant,2,2765
4/27/2022,15,Fiona Wilson,19,Croudace Bay Park,"Brooks Parade, Belmont, NSW 2280",374,Water Quality Test,Description 37,7.49,Equipment 7,144.97,Compliant,2,3362
11/6/2022,12,Grace Jones,12,Belmont Wetlands State Park,"Kalaroo Road, Redhead, NSW 2290",878,Water Quality Test,Description 18,3.28,Equipment 2,405.85,Non-Compliant,4,850
8/12/2022,7,Uma Allen,15,Jesmond Park,"Robinson Avenue, Jesmond, NSW 2299",637,Noise Level Measurement,Description 145,4.61,Equipment 17,91.7,Compliant,2,2084
7/11/2022,20,Uma Allen,4,Mount Sugarloaf,"Mount Sugarloaf Road, West Wallsend, NSW 2286",866,Air Quality Check,Description 11,1.32,Equipment 9,328.75,Non-Compliant,5,2768
5/18/2022,20,Alice Johnson,6,Charlestown Park,"Frederick Street, Charlestown, NSW 2290",820,Soil Quality Test,Description 131,2.52,Equipment 3,150.76,Compliant,4,3292
9/23/2022,17,Alice Johnson,21,Toronto Foreshore,"Victory Parade, Toronto, NSW 2283",868,Soil Quality Test,Description 119,7.79,Equipment 18,281.01,Compliant,2,1921
1/13/2022,9,Laura Clark,3,Watagan Mountains,"Watagan Forest Road, Watagan Mountains, NSW 2325",663,Noise Level Measurement,Description 74,7.47,Equipment 14,430.04,Non-Compliant,1,2104
10/15/2022,24,Yvonne Cook,22,Awaba State Forest,"Mount Faulk Road, Awaba, NSW 2283",54,Water Quality Test,Description 28,4.3,Equipment 15,338.98,Non-Compliant,5,4257
11/17/2022,1,Xena Perez,13,Heaton State Forest,"Heaton Road, Awaba, NSW 2283",814,Water Quality Test,Description 195,1.27,Equipment 20,241.83,Compliant,2,2705
12/13/2022,5,Ella Brown,1,Lambton Park,"Morehead Street, Lambton, NSW 2299",15,Water Quality Test,Description 34,7.77,Equipment 6,212.98,Compliant,2,4503
4/3/2022,16,Samantha Wright,5,Richley Reserve,"Carnley Avenue, Kotara, NSW 2289",500,Air Quality Check,Description 41,2.94,Equipment 3,365.7,Compliant,4,1074
8/19/2022,7,Fiona Wilson,10,Braye Park,"Wrightson Avenue, Bar Beach, NSW 2300",442,Air Quality Check,Description 54,3.35,Equipment 11,239.07,Compliant,2,3661
4/7/2022,22,Uma Allen,12,Waratah Park,"Turton Road, Waratah, NSW 2298",719,Air Quality Check,Description 162,2.94,Equipment 18,277.32,Non-Compliant,5,587
5/15/2022,11,Fiona Wilson,12,King Edward Park,"Reserve Road, Newcastle, NSW 2300",318,Soil Quality Test,Description 153,4.09,Equipment 3,475.62,Compliant,2,4727
1/14/2022,10,Hannah Moore,20,Blackbutt Nature Reserve,"Carnley Avenue, Kotara, NSW 2289",317,Air Quality Check,Description 99,1.05,Equipment 15,241.98,Compliant,1,4606
4/5/2022,22,Diana Taylor,10,King Edward Park,"Reserve Road, Newcastle, NSW 2300",323,Air Quality Check,Description 53,1.57,Equipment 9,412.44,Compliant,2,2337
11/12/2022,18,Diana Taylor,9,Newcastle Beach,"Shortland Esplanade, Newcastle, NSW 2300",125,Soil Quality Test,Description 90,3.76,Equipment 9,360.54,Compliant,2,3839
9/23/2022,3,Diana Taylor,21,Merewether Beach,"John Parade, Merewether, NSW 2291",320,Water Quality Test,Description 155,1.09,Equipment 15,437.83,Compliant,2,3608
1/16/2022,17,Hannah Moore,9,Nobbys Beach,"Wharf Road, Newcastle East, NSW 2300",241,Water Quality Test,Description 56,7.05,Equipment 20,363.26,Compliant,2,4546
6/12/2022,5,Olivia Hall,20,Speers Point Park,"Park Road, Speers Point, NSW 2284",547,Noise Level Measurement,Description 27,1.1,Equipment 15,129.59,Compliant,3,2820
12/19/2022,14,Olivia Hall,23,Warners Bay Foreshore,"The Esplanade, Warners Bay, NSW 2282",146,Air Quality Check,Description 59,1.49,Equipment 17,443.86,Non-Compliant,3,79
12/5/2022,2,Olivia Hall,7,Redhead Beach,"Beach Road, Redhead, NSW 2290",924,Noise Level Measurement,Description 74,5.9,Equipment 4,225.34,Compliant,5,1508
3/8/2022,3,Tina Scott,8,Glenrock State Conservation Area,"Scout Camp Road, Whitebridge, NSW 2290",76,Air Quality Check,Description 33,1.09,Equipment 1,94.36,Compliant,2,367
7/14/2022,2,Hannah Moore,15,Hunter Wetlands Centre,"Sandgate Road, Shortland, NSW 2307",529,Noise Level Measurement,Description 193,2.66,Equipment 8,143.72,Non-Compliant,4,78
11/13/2022,10,Samantha Wright,1,Croudace Bay Park,"Brooks Parade, Belmont, NSW 2280",378,Noise Level Measurement,Description 196,2.91,Equipment 2,318.78,Compliant,2,616
4/17/2022,20,Laura Clark,8,Belmont Wetlands State Park,"Kalaroo Road, Redhead, NSW 2290",997,Soil Quality Test,Description 7,3.15,Equipment 3,129.34,Non-Compliant,3,1286
6/21/2022,17,Jane White,20,Jesmond Park,"Robinson Avenue, Jesmond, NSW 2299",341,Air Quality Check,Description 16,3.97,Equipment 7,333.42,Non-Compliant,4,1824
4/22/2022,13,Grace Jones,4,Mount Sugarloaf,"Mount Sugarloaf Road, West Wallsend, NSW 2286",698,Noise Level Measurement,Description 175,1.99,Equipment 1,84.69,Non-Compliant,2,3089
9/8/2022,14,Catherine Lee,8,Charlestown Park,"Frederick Street, Charlestown, NSW 2290",55,Water Quality Test,Description 44,6.84,Equipment 18,126.14,Compliant,4,3186
8/4/2022,5,Paula Young,16,Toronto Foreshore,"Victory Parade, Toronto, NSW 2283",251,Soil Quality Test,Description 126,6,Equipment 4,343.55,Compliant,5,4339
10/6/2022,25,Laura Clark,23,Watagan Mountains,"Watagan Forest Road, Watagan Mountains, NSW 2325",144,Air Quality Check,Description 22,3.51,Equipment 10,125.61,Compliant,2,3557
10/14/2022,22,Jane White,22,Awaba State Forest,"Mount Faulk Road, Awaba, NSW 2283",677,Water Quality Test,Description 25,7.56,Equipment 1,340.86,Non-Compliant,2,476
5/25/2022,18,Jane White,1,Heaton State Forest,"Heaton Road, Awaba, NSW 2283",847,Noise Level Measurement,Description 156,5.42,Equipment 15,389.78,Non-Compliant,3,554
12/22/2022,22,Alice Johnson,21,Lambton Park,"Morehead Street, Lambton, NSW 2299",628,Soil Quality Test,Description 163,4.16,Equipment 6,60.35,Non-Compliant,5,2225
4/24/2022,19,Isabella Thompson,1,Richley Reserve,"Carnley Avenue, Kotara, NSW 2289",182,Noise Level Measurement,Description 102,7.95,Equipment 17,227.69,Compliant,4,4115
8/24/2022,9,Megan Lewis,15,Braye Park,"Wrightson Avenue, Bar Beach, NSW 2300",437,Noise Level Measurement,Description 98,4.93,Equipment 6,271.68,Non-Compliant,2,1050
7/11/2022,23,Samantha Wright,10,Waratah Park,"Turton Road, Waratah, NSW 2298",523,Water Quality Test,Description 177,1.24,Equipment 17,89.22,Compliant,2,3136
4/9/2022,18,Yvonne Cook,5,King Edward Park,"Reserve Road, Newcastle, NSW 2300",488,Air Quality Check,Description 65,5.84,Equipment 5,182.8,Compliant,2,4753
9/29/2022,17,Xena Perez,7,Blackbutt Nature Reserve,"Carnley Avenue, Kotara, NSW 2289",484,Noise Level Measurement,Description 181,4.51,Equipment 9,483.5,Non-Compliant,4,4071
10/4/2022,5,Kate Harris,21,King Edward Park,"Reserve Road, Newcastle, NSW 2300",717,Air Quality Check,Description 138,5.02,Equipment 6,221.38,Compliant,2,4330
3/15/2022,17,Grace Jones,8,Newcastle Beach,"Shortland Esplanade, Newcastle, NSW 2300",501,Soil Quality Test,Description 172,7.52,Equipment 12,10.93,Compliant,1,1351
8/22/2022,3,Fiona Wilson,19,Merewether Beach,"John Parade, Merewether, NSW 2291",245,Soil Quality Test,Description 112,3.2,Equipment 1,357.41,Compliant,1,4628
5/22/2022,8,Catherine Lee,2,Nobbys Beach,"Wharf Road, Newcastle East, NSW 2300",971,Water Quality Test,Description 190,3.99,Equipment 11,388.91,Non-Compliant,5,2418
6/17/2022,5,Alice Johnson,15,Speers Point Park,"Park Road, Speers Point, NSW 2284",850,Noise Level Measurement,Description 108,4.54,Equipment 5,246.77,Non-Compliant,3,159
6/18/2022,2,Hannah Moore,13,Warners Bay Foreshore,"The Esplanade, Warners Bay, NSW 2282",568,Air Quality Check,Description 147,1.7,Equipment 19,481.16,Compliant,4,2182
4/18/2022,20,Megan Lewis,3,Redhead Beach,"Beach Road, Redhead, NSW 2290",13,Soil Quality Test,Description 171,3.88,Equipment 20,495.85,Non-Compliant,1,4665
2/24/2022,7,Tina Scott,7,Glenrock State Conservation Area,"Scout Camp Road, Whitebridge, NSW 2290",127,Soil Quality Test,Description 162,4.25,Equipment 3,134.25,Compliant,1,4810
10/28/2022,20,Beth Smith,24,Hunter Wetlands Centre,"Sandgate Road, Shortland, NSW 2307",781,Soil Quality Test,Description 9,1.16,Equipment 17,429.82,Non-Compliant,2,3122
10/3/2022,10,Rachel King,8,Croudace Bay Park,"Brooks Parade, Belmont, NSW 2280",645,Soil Quality Test,Description 94,4.23,Equipment 10,280.54,Compliant,2,961
2/26/2022,14,Xena Perez,2,Belmont Wetlands State Park,"Kalaroo Road, Redhead, NSW 2290",970,Soil Quality Test,Description 23,6.39,Equipment 2,470.89,Compliant,5,806
1/16/2022,25,Natalie Walker,2,Jesmond Park,"Robinson Avenue, Jesmond, NSW 2299",807,Water Quality Test,Description 39,2.24,Equipment 5,219.19,Compliant,1,2352
4/28/2022,3,Isabella Thompson,13,Mount Sugarloaf,"Mount Sugarloaf Road, West Wallsend, NSW 2286",952,Water Quality Test,Description 153,6.07,Equipment 6,233.14,Non-Compliant,2,1742
1/15/2022,18,Kate Harris,15,Charlestown Park,"Frederick Street, Charlestown, NSW 2290",312,Soil Quality Test,Description 65,2.3,Equipment 15,68.12,Compliant,5,1580
4/14/2022,16,Alice Johnson,17,Toronto Foreshore,"Victory Parade, Toronto, NSW 2283",305,Soil Quality Test,Description 157,1.85,Equipment 13,309.41,Non-Compliant,5,4425
7/20/2022,3,Samantha Wright,8,Watagan Mountains,"Watagan Forest Road, Watagan Mountains, NSW 2325",497,Water Quality Test,Description 144,6.76,Equipment 4,214.81,Non-Compliant,2,3200
8/26/2022,10,Isabella Thompson,2,Awaba State Forest,"Mount Faulk Road, Awaba, NSW 2283",783,Water Quality Test,Description 173,5.5,Equipment 17,51.01,Compliant,2,1566
6/20/2022,25,Yvonne Cook,12,Heaton State Forest,"Heaton Road, Awaba, NSW 2283",900,Noise Level Measurement,Description 136,3.14,Equipment 15,477.45,Non-Compliant,2,812
5/23/2022,14,Ella Brown,13,Lambton Park,"Morehead Street, Lambton, NSW 2299",501,Soil Quality Test,Description 83,4.18,Equipment 3,86.51,Non-Compliant,5,608
12/18/2022,12,Vicky Turner,24,Richley Reserve,"Carnley Avenue, Kotara, NSW 2289",877,Water Quality Test,Description 131,6.7,Equipment 9,363.63,Compliant,4,1517
8/18/2022,21,Kate Harris,8,Braye Park,"Wrightson Avenue, Bar Beach, NSW 2300",338,Water Quality Test,Description 194,6.48,Equipment 20,53.28,Compliant,2,3192
9/23/2022,15,Hannah Moore,23,Waratah Park,"Turton Road, Waratah, NSW 2298",185,Soil Quality Test,Description 182,1.58,Equipment 12,334.57,Non-Compliant,2,667
7/28/2022,23,Beth Smith,11,King Edward Park,"Reserve Road, Newcastle, NSW 2300",488,Air Quality Check,Description 160,2.41,Equipment 8,205.17,Compliant,5,347
9/8/2022,25,Megan Lewis,21,Blackbutt Nature Reserve,"Carnley Avenue, Kotara, NSW 2289",314,Soil Quality Test,Description 125,2.09,Equipment 13,181.14,Non-Compliant,3,4436
12/2/2022,25,Paula Young,22,King Edward Park,"Reserve Road, Newcastle, NSW 2300",864,Noise Level Measurement,Description 73,4.91,Equipment 20,142.13,Non-Compliant,4,908
7/15/2022,3,Laura Clark,16,Newcastle Beach,"Shortland Esplanade, Newcastle, NSW 2300",655,Water Quality Test,Description 189,7.75,Equipment 6,378.11,Non-Compliant,4,4315
6/28/2022,23,Fiona Wilson,7,Merewether Beach,"John Parade, Merewether, NSW 2291",299,Noise Level Measurement,Description 86,7.74,Equipment 20,307.03,Non-Compliant,1,3423
6/14/2022,12,Yvonne Cook,2,Nobbys Beach,"Wharf Road, Newcastle East, NSW 2300",676,Soil Quality Test,Description 104,1.91,Equipment 1,383.6,Compliant,5,690
10/25/2022,14,Rachel King,9,Speers Point Park,"Park Road, Speers Point, NSW 2284",110,Soil Quality Test,Description 63,5.67,Equipment 9,194.33,Non-Compliant,4,350
1/9/2022,6,Samantha Wright,18,Warners Bay Foreshore,"The Esplanade, Warners Bay, NSW 2282",360,Soil Quality Test,Description 6,3.64,Equipment 7,357.28,Compliant,1,4894
1/28/2022,13,Jane White,16,Redhead Beach,"Beach Road, Redhead, NSW 2290",407,Noise Level Measurement,Description 179,1.19,Equipment 7,150.09,Compliant,1,1715
5/26/2022,7,Uma Allen,4,Glenrock State Conservation Area,"Scout Camp Road, Whitebridge, NSW 2290",748,Soil Quality Test,Description 55,4.08,Equipment 19,309.67,Non-Compliant,1,3016
3/25/2022,11,Alice Johnson,9,Hunter Wetlands Centre,"Sandgate Road, Shortland, NSW 2307",377,Water Quality Test,Description 60,4.81,Equipment 13,242.05,Compliant,3,3125
2/11/2022,6,Rachel King,19,Croudace Bay Park,"Brooks Parade, Belmont, NSW 2280",647,Water Quality Test,Description 129,3.11,Equipment 15,157.82,Compliant,2,1865
12/12/2022,16,Tina Scott,24,Belmont Wetlands State Park,"Kalaroo Road, Redhead, NSW 2290",712,Soil Quality Test,Description 55,5.71,Equipment 19,341.74,Compliant,1,2712
5/19/2022,23,Laura Clark,10,Jesmond Park,"Robinson Avenue, Jesmond, NSW 2299",711,Soil Quality Test,Description 24,4.76,Equipment 1,63.34,Compliant,4,2031
5/23/2022,5,Ella Brown,12,Mount Sugarloaf,"Mount Sugarloaf Road, West Wallsend, NSW 2286",237,Noise Level Measurement,Description 19,1.47,Equipment 7,406.88,Compliant,1,4128
2/19/2022,19,Rachel King,23,Charlestown Park,"Frederick Street, Charlestown, NSW 2290",334,Soil Quality Test,Description 33,3.81,Equipment 18,454.99,Non-Compliant,3,2711
6/25/2022,8,Yvonne Cook,23,Toronto Foreshore,"Victory Parade, Toronto, NSW 2283",31,Water Quality Test,Description 167,4.45,Equipment 19,432.06,Compliant,5,1253
10/18/2022,3,Paula Young,10,Watagan Mountains,"Watagan Forest Road, Watagan Mountains, NSW 2325",473,Soil Quality Test,Description 5,3.99,Equipment 20,260.46,Compliant,5,4828
3/8/2022,6,Tina Scott,18,Awaba State Forest,"Mount Faulk Road, Awaba, NSW 2283",4,Soil Quality Test,Description 152,4.44,Equipment 4,289.12,Compliant,4,798
10/14/2022,20,Xena Perez,22,Heaton State Forest,"Heaton Road, Awaba, NSW 2283",689,Air Quality Check,Description 73,1.8,Equipment 16,48.51,Non-Compliant,1,2327
11/8/2022,14,Megan Lewis,19,Lambton Park,"Morehead Street, Lambton, NSW 2299",396,Noise Level Measurement,Description 158,1.96,Equipment 10,1.53,Compliant,5,3923
10/1/2022,13,Hannah Moore,1,Richley Reserve,"Carnley Avenue, Kotara, NSW 2289",550,Noise Level Measurement,Description 151,2.08,Equipment 8,136.28,Non-Compliant,5,4857
8/25/2022,5,Uma Allen,16,Braye Park,"Wrightson Avenue, Bar Beach, NSW 2300",744,Soil Quality Test,Description 51,3.95,Equipment 16,130.7,Compliant,2,1995
9/10/2022,11,Rachel King,16,Waratah Park,"Turton Road, Waratah, NSW 2298",583,Noise Level Measurement,Description 14,7.23,Equipment 1,141.72,Compliant,1,4312
2/17/2022,16,Xena Perez,12,King Edward Park,"Reserve Road, Newcastle, NSW 2300",36,Air Quality Check,Description 107,3.24,Equipment 9,422.45,Non-Compliant,1,4753
10/10/2022,5,Grace Jones,5,Blackbutt Nature Reserve,"Carnley Avenue, Kotara, NSW 2289",375,Air Quality Check,Description 153,7.98,Equipment 5,393.28,Non-Compliant,4,756
11/24/2022,21,Alice Johnson,7,King Edward Park,"Reserve Road, Newcastle, NSW 2300",502,Water Quality Test,Description 95,2.33,Equipment 5,478.42,Compliant,5,3453
7/5/2022,1,Diana Taylor,4,Newcastle Beach,"Shortland Esplanade, Newcastle, NSW 2300",289,Soil Quality Test,Description 73,4.17,Equipment 18,2.87,Compliant,4,4066
1/3/2022,3,Yvonne Cook,15,Merewether Beach,"John Parade, Merewether, NSW 2291",997,Noise Level Measurement,Description 26,3.15,Equipment 6,151.12,Non-Compliant,2,874
4/8/2022,8,Paula Young,4,Nobbys Beach,"Wharf Road, Newcastle East, NSW 2300",693,Soil Quality Test,Description 50,4.98,Equipment 9,42.98,Non-Compliant,5,4882
11/26/2022,9,Zoe Ward,2,Speers Point Park,"Park Road, Speers Point, NSW 2284",61,Noise Level Measurement,Description 151,2.03,Equipment 9,103.26,Compliant,4,4878
12/31/2022,18,Paula Young,7,Warners Bay Foreshore,"The Esplanade, Warners Bay, NSW 2282",729,Soil Quality Test,Description 49,6.95,Equipment 12,128.56,Non-Compliant,2,1743
8/25/2022,19,Yvonne Cook,6,Redhead Beach,"Beach Road, Redhead, NSW 2290",11,Soil Quality Test,Description 34,2.62,Equipment 4,234.06,Non-Compliant,2,4144
10/6/2022,2,Megan Lewis,16,Glenrock State Conservation Area,"Scout Camp Road, Whitebridge, NSW 2290",790,Soil Quality Test,Description 167,5.93,Equipment 15,42.53,Compliant,2,4892
8/17/2022,23,Wendy Mitchell,2,Hunter Wetlands Centre,"Sandgate Road, Shortland, NSW 2307",65,Noise Level Measurement,Description 172,2.42,Equipment 19,203.39,Compliant,4,1500
7/3/2022,20,Catherine Lee,7,Croudace Bay Park,"Brooks Parade, Belmont, NSW 2280",120,Air Quality Check,Description 145,5.09,Equipment 15,60.8,Non-Compliant,3,1621
3/18/2022,9,Zoe Ward,13,Belmont Wetlands State Park,"Kalaroo Road, Redhead, NSW 2290",308,Water Quality Test,Description 199,6.25,Equipment 16,340.69,Non-Compliant,2,2369
